chrom	strand	start	end	gid	gname	overlapped	species	assembly
chr9	-	113465596	113471122	ENSMUSG00000111364	Gm36745	false	mouse	GRCm39
chr9	-	113480812	113537327	ENSMUSG00000032504	Pdcd6ip	false	mouse	GRCm39
chr9	+	113570541	113748750	ENSMUSG00000033392	Clasp2	false	mouse	GRCm39
chr9	+	113760002	113806270	ENSMUSG00000009741	Ubp1	false	mouse	GRCm39
chr9	-	113792705	113875259	ENSMUSG00000032507	Fbxl2	false	mouse	GRCm39
chr9	-	113799052	113800066	ENSMUSG00000111793	Gm47950	false	mouse	GRCm39
chr9	+	113886208	113927796	ENSMUSG00000086596	Susd5	false	mouse	GRCm39
chr9	+	113947156	114021708	ENSMUSG00000111734	Gm29825	false	mouse	GRCm39
chr9	-	114066765	114146096	ENSMUSG00000064299	4921528I07Rik	false	mouse	GRCm39
chr9	+	114159203	114159646	ENSMUSG00000053820	Bcl2a1c	false	mouse	GRCm39
chr9	+	114197357	114206297	ENSMUSG00000074039	4930520O04Rik	false	mouse	GRCm39
chr9	-	114204202	114219743	ENSMUSG00000032431	Crtap	false	mouse	GRCm39
chr9	+	114230144	114303966	ENSMUSG00000045594	Glb1	false	mouse	GRCm39
chr9	+	114230173	114236344	ENSMUSG00000079260	Tmppe	false	mouse	GRCm39
chr9	+	114240118	114240272	ENSMUSG00000120819	Gm57032	false	mouse	GRCm39
chr9	-	114319384	114333984	ENSMUSG00000047898	Ccr4	false	mouse	GRCm39
chr9	-	114336201	114393437	ENSMUSG00000079259	Trim71	false	mouse	GRCm39
chr9	+	114344765	114345669	ENSMUSG00000097821	C130032M10Rik	false	mouse	GRCm39
chr9	-	114414946	114469252	ENSMUSG00000056167	Cnot10	false	mouse	GRCm39
chr9	+	114517823	114553370	ENSMUSG00000032435	Dync1li1	false	mouse	GRCm39
chr9	+	114560184	114578412	ENSMUSG00000032434	Cmtm6	false	mouse	GRCm39
chr9	-	114585904	114610924	ENSMUSG00000032436	Cmtm7	false	mouse	GRCm39
chr9	+	114609168	114611325	ENSMUSG00000052724	Gm9888	false	mouse	GRCm39
chr9	-	114618413	114673224	ENSMUSG00000041012	Cmtm8	false	mouse	GRCm39
chr9	-	114647930	114648153	ENSMUSG00000120946	Gm57040	false	mouse	GRCm39
chr9	-	114728409	114763055	ENSMUSG00000050627	Gpd1l	false	mouse	GRCm39
chr9	+	114807637	115061293	ENSMUSG00000040875	Osbpl10	false	mouse	GRCm39
chr9	-	114811434	114811807	ENSMUSG00000050621	Rps27rt	false	mouse	GRCm39
chr9	-	115009472	115015126	ENSMUSG00000098127	Gm4665	false	mouse	GRCm39
chr9	-	115024521	115025966	ENSMUSG00000098191	Gm26962	false	mouse	GRCm39
chr9	+	115029466	115032943	ENSMUSG00000097967	Gm27002	false	mouse	GRCm39
chr9	-	115071649	115139502	ENSMUSG00000032437	Stt3b	false	mouse	GRCm39
chr9	+	115494982	115503421	ENSMUSG00000111398	D330037F02Rik	false	mouse	GRCm39
chr9	+	115509811	115511331	ENSMUSG00000110905	Gm48007	false	mouse	GRCm39
chr9	+	115713947	115905243	ENSMUSG00000056880	Gadl1	false	mouse	GRCm39
chr9	-	115820024	115830856	ENSMUSG00000087469	Gm16142	false	mouse	GRCm39
chr9	-	115913361	116004428	ENSMUSG00000032440	Tgfbr2	false	mouse	GRCm39
chr9	+	116018238	116024114	ENSMUSG00000111243	Gm4668	false	mouse	GRCm39
chr9	+	116027033	116029680	ENSMUSG00000111729	Gm48038	false	mouse	GRCm39
chr9	+	116047870	116078821	ENSMUSG00000111324	Gm31410	false	mouse	GRCm39
chr9	+	116156405	116168579	ENSMUSG00000110752	D730003K21Rik	false	mouse	GRCm39
chr9	-	116401814	117701749	ENSMUSG00000039607	Rbms3	false	mouse	GRCm39
chr9	+	117081590	117083771	ENSMUSG00000079669	Gm17396	false	mouse	GRCm39
chr9	+	117702212	117710270	ENSMUSG00000097240	Gm26614	false	mouse	GRCm39
chr9	-	117705068	117869327	ENSMUSG00000032443	Zcwpw2	false	mouse	GRCm39
chr9	+	117869536	117902661	ENSMUSG00000039285	Azi2	false	mouse	GRCm39
chr9	-	117893590	117979245	ENSMUSG00000039163	Cmc1	false	mouse	GRCm39
chr9	+	117979299	118028708	ENSMUSG00000097402	Gm17399	false	mouse	GRCm39
chr9	-	118232905	118235217	ENSMUSG00000098161	Platr11	false	mouse	GRCm39
chr9	+	118258904	118266116	ENSMUSG00000111843	4933432G23Rik	false	mouse	GRCm39
chr9	+	118307254	118315200	ENSMUSG00000032446	Eomes	false	mouse	GRCm39
chr9	-	118314627	118318167	ENSMUSG00000110692	Gm33460	false	mouse	GRCm39
chr9	+	118335274	118411587	ENSMUSG00000038708	Golga4	false	mouse	GRCm39
chr9	-	118413921	118419263	ENSMUSG00000110676	Gm45897	false	mouse	GRCm39
chr9	+	118435758	118730071	ENSMUSG00000039115	Itga9	false	mouse	GRCm39
chr9	-	118719143	118755523	ENSMUSG00000086119	Gm2415	false	mouse	GRCm39
chr9	+	118753941	118754845	ENSMUSG00000087041	Gm16295	false	mouse	GRCm39
chr9	+	118755521	118873066	ENSMUSG00000047409	Ctdspl	false	mouse	GRCm39
chr9	+	118881846	118900593	ENSMUSG00000038775	Vill	false	mouse	GRCm39
chr9	-	118900595	118922570	ENSMUSG00000010660	Plcd1	false	mouse	GRCm39
chr9	+	118931546	118977314	ENSMUSG00000038060	Dlec1	false	mouse	GRCm39
chr9	-	118977091	118986161	ENSMUSG00000010651	Acaa1b	false	mouse	GRCm39
chr9	+	118988229	118990737	ENSMUSG00000074029	Gm47289	false	mouse	GRCm39
chr9	-	118998523	119194619	ENSMUSG00000070280	Slc22a14	false	mouse	GRCm39
chr9	-	119022040	119038164	ENSMUSG00000074028	Slc22a13	false	mouse	GRCm39
chr9	-	119049554	119060800	ENSMUSG00000092212	Slc22a13b	false	mouse	GRCm39
chr9	-	119067498	119151493	ENSMUSG00000036737	Oxsr1	false	mouse	GRCm39
chr9	+	119152161	119153058	ENSMUSG00000120766	Gm57027	false	mouse	GRCm39
chr9	-	119165000	119170477	ENSMUSG00000032508	Myd88	false	mouse	GRCm39
chr9	+	119168742	119179365	ENSMUSG00000036138	Acaa1a	false	mouse	GRCm39
chr9	+	119186447	119222863	ENSMUSG00000035769	Xylb	false	mouse	GRCm39
chr9	+	119231184	119264061	ENSMUSG00000061393	Acvr2b	false	mouse	GRCm39
chr9	-	119234174	119238082	ENSMUSG00000111204	Gm47320	false	mouse	GRCm39
chr9	-	119269344	119273896	ENSMUSG00000097504	4930516B21Rik	false	mouse	GRCm39
chr9	+	119274009	119294583	ENSMUSG00000042787	Exog	false	mouse	GRCm39
chr9	-	119312474	119408082	ENSMUSG00000032511	Scn5a	false	mouse	GRCm39
chr9	-	119437522	119548388	ENSMUSG00000034533	Scn10a	false	mouse	GRCm39
chr9	-	119582825	119654522	ENSMUSG00000034115	Scn11a	false	mouse	GRCm39
chr9	-	119716515	119723929	ENSMUSG00000097223	Gm2449	false	mouse	GRCm39
chr9	+	119723937	119755653	ENSMUSG00000032512	Wdr48	false	mouse	GRCm39
chr9	-	119730682	119898945	ENSMUSG00000052336	Cx3cr1	false	mouse	GRCm39
chr9	-	119754323	119766631	ENSMUSG00000032513	Gorasp1	false	mouse	GRCm39
chr9	+	119766672	119796859	ENSMUSG00000032514	Ttc21a	false	mouse	GRCm39
chr9	-	119800229	119813724	ENSMUSG00000032515	Csrnp1	false	mouse	GRCm39
chr9	+	119812212	119817158	ENSMUSG00000111639	1700019L13Rik	false	mouse	GRCm39
chr9	+	119833103	119834172	ENSMUSG00000111369	Gm47043	false	mouse	GRCm39
chr9	+	119838871	119840514	ENSMUSG00000111089	Gm49427	false	mouse	GRCm39
chr9	-	119842821	119852664	ENSMUSG00000079243	Xirp1	false	mouse	GRCm39
chr9	+	119898062	119899688	ENSMUSG00000111792	Gm33858	false	mouse	GRCm39
chr9	+	119921180	119923972	ENSMUSG00000042262	Ccr8	false	mouse	GRCm39
chr9	+	119939420	119953570	ENSMUSG00000032519	Slc25a38	false	mouse	GRCm39
chr9	+	119956755	119961435	ENSMUSG00000032518	Rpsa	false	mouse	GRCm39
chr9	-	119962529	119965395	ENSMUSG00000111028	Gm5922	false	mouse	GRCm39
chr9	+	119978773	120010550	ENSMUSG00000032517	Mobp	false	mouse	GRCm39
chr9	+	120022155	120109393	ENSMUSG00000111360	Gm38642	false	mouse	GRCm39
chr9	+	120088694	120093424	ENSMUSG00000111498	Gm47059	false	mouse	GRCm39
chr9	+	120130579	120303907	ENSMUSG00000041794	Myrip	false	mouse	GRCm39
chr9	-	120319598	120321613	ENSMUSG00000111828	D830035M03Rik	false	mouse	GRCm39
chr9	+	120321298	120324396	ENSMUSG00000006941	Eif1b	false	mouse	GRCm39
chr9	+	120324092	120324244	ENSMUSG00000121572	ENSMUSG00000121572	false	mouse	GRCm39
chr9	+	120368884	120397393	ENSMUSG00000041608	Entpd3	false	mouse	GRCm39
chr9	+	120400510	120403720	ENSMUSG00000025794	Rpl14	false	mouse	GRCm39
chr9	+	120406397	120407140	ENSMUSG00000052658	5830454E08Rik	false	mouse	GRCm39
chr9	-	120440720	120449365	ENSMUSG00000110760	Gm39456	false	mouse	GRCm39
chr9	+	120503471	120511465	ENSMUSG00000111533	Gm39458	false	mouse	GRCm39
chr9	-	120572656	120580209	ENSMUSG00000111831	Gm47064	false	mouse	GRCm39
chr9	+	120621052	120623948	ENSMUSG00000111270	Gm47066	false	mouse	GRCm39
chr9	+	120663429	120674002	ENSMUSG00000111720	Gm39459	false	mouse	GRCm39
chr9	-	120672511	120675247	ENSMUSG00000110911	Gm47068	false	mouse	GRCm39
chr9	+	120678273	120682169	ENSMUSG00000111233	Gm47069	false	mouse	GRCm39
chr9	-	120690681	120695822	ENSMUSG00000110730	Gm19385	false	mouse	GRCm39
chr9	+	120698226	120702926	ENSMUSG00000111094	Gm34425	false	mouse	GRCm39
chr9	-	120699050	120700096	ENSMUSG00000111445	Gm47070	false	mouse	GRCm39
chr9	-	120708763	120711038	ENSMUSG00000111528	Gm39460	false	mouse	GRCm39
chr9	-	120742840	120744318	ENSMUSG00000100146	1700020M21Rik	false	mouse	GRCm39
chr9	-	120753518	120759870	ENSMUSG00000086365	4930593C16Rik	false	mouse	GRCm39
chr9	+	120758282	120789573	ENSMUSG00000006932	Ctnnb1	false	mouse	GRCm39
chr9	-	120784417	121106263	ENSMUSG00000040936	Ulk4	false	mouse	GRCm39
chr9	+	121106841	121115066	ENSMUSG00000110863	Gm34655	false	mouse	GRCm39
chr9	+	121126568	121303984	ENSMUSG00000032536	Trak1	false	mouse	GRCm39
chr9	-	121318890	121324760	ENSMUSG00000032532	Cck	false	mouse	GRCm39
chr9	-	121344731	121365217	ENSMUSG00000111598	Gm47095	false	mouse	GRCm39
chr9	+	121352641	121359871	ENSMUSG00000110814	Gm38661	false	mouse	GRCm39
chr9	-	121406909	121471162	ENSMUSG00000032530	Lyzl4	false	mouse	GRCm39
chr9	+	121416063	121443321	ENSMUSG00000084995	Lyzl4os	false	mouse	GRCm39
chr9	-	121425615	121426280	ENSMUSG00000120680	Gm57058	false	mouse	GRCm39
chr9	+	121471782	121502020	ENSMUSG00000032528	Vipr1	false	mouse	GRCm39
chr9	-	121509111	121534556	ENSMUSG00000061536	Sec22c	false	mouse	GRCm39
chr9	+	121539395	121542454	ENSMUSG00000032526	Ss18l2	false	mouse	GRCm39
chr9	+	121548197	121585909	ENSMUSG00000032525	Nktr	false	mouse	GRCm39
chr9	-	121583728	121589009	ENSMUSG00000097820	E530011L22Rik	false	mouse	GRCm39
chr9	+	121588396	121600808	ENSMUSG00000013419	Zfp651	false	mouse	GRCm39
chr9	+	121606673	121612884	ENSMUSG00000074001	Klhl40	false	mouse	GRCm39
chr9	-	121613082	121621573	ENSMUSG00000032523	Hhatl	false	mouse	GRCm39
chr9	-	121626693	121668527	ENSMUSG00000079235	Ccdc13	false	mouse	GRCm39
chr9	+	121649355	121660259	ENSMUSG00000092042	Gm17163	false	mouse	GRCm39
chr9	-	121677629	121687428	ENSMUSG00000038412	Higd1a	false	mouse	GRCm39
chr9	+	121686746	121688275	ENSMUSG00000111079	Gm47112	false	mouse	GRCm39
chr9	+	121698562	121709002	ENSMUSG00000111465	Gm47113	false	mouse	GRCm39
chr9	+	121727421	121740140	ENSMUSG00000044534	Ackr2	false	mouse	GRCm39
chr9	-	121743422	121745371	ENSMUSG00000050445	Cyp8b1	false	mouse	GRCm39
chr9	+	121766289	121776082	ENSMUSG00000043773	1700048O20Rik	false	mouse	GRCm39
chr9	+	121780054	121809275	ENSMUSG00000038233	Gask1a	false	mouse	GRCm39
chr9	-	121810672	121826176	ENSMUSG00000066235	Pomgnt2	false	mouse	GRCm39
chr9	+	121825152	121843993	ENSMUSG00000111873	Gm39463	false	mouse	GRCm39
chr9	-	121837420	121841206	ENSMUSG00000110729	Gm47117	false	mouse	GRCm39
chr9	-	121848594	121880529	ENSMUSG00000111389	Gm39465	false	mouse	GRCm39
chr9	+	121876154	121881713	ENSMUSG00000111785	Gm39464	false	mouse	GRCm39
chr9	+	121946332	121998768	ENSMUSG00000038145	Snrk	false	mouse	GRCm39
chr9	+	121971515	121972774	ENSMUSG00000111434	Gm47121	false	mouse	GRCm39
chr9	-	122004940	122123489	ENSMUSG00000037949	Ano10	false	mouse	GRCm39
chr9	-	122124935	122139994	ENSMUSG00000097572	Gm26797	false	mouse	GRCm39
chr9	+	122124977	122133945	ENSMUSG00000111268	Gm47126	false	mouse	GRCm39
chr9	+	122180673	122210589	ENSMUSG00000032540	Abhd5	false	mouse	GRCm39
chr9	-	122209640	122227866	ENSMUSG00000093598	A730085K08Rik	false	mouse	GRCm39
chr9	+	122251201	122252441	ENSMUSG00000111192	Gm47128	false	mouse	GRCm39
chr9	-	122264883	122267230	ENSMUSG00000111146	Gm35454	false	mouse	GRCm39
chr9	-	122341614	122342663	ENSMUSG00000110984	Gm47131	false	mouse	GRCm39
chr9	-	122360811	122364085	ENSMUSG00000111221	Gm47133	false	mouse	GRCm39
chr9	+	122401412	122508661	ENSMUSG00000097736	9530059O14Rik	false	mouse	GRCm39
chr9	-	122469234	122476895	ENSMUSG00000111143	Gm47134	false	mouse	GRCm39
chr9	+	122511807	122512706	ENSMUSG00000121444	ENSMUSG00000121444	false	mouse	GRCm39
chr9	+	122515864	122522707	ENSMUSG00000111068	Gm35501	false	mouse	GRCm39
chr9	-	122516133	122543398	ENSMUSG00000111577	Gm47136	false	mouse	GRCm39
chr9	+	122576411	122631200	ENSMUSG00000094985	Topaz1	false	mouse	GRCm39
chr9	+	122634604	122665399	ENSMUSG00000046603	Tcaim	false	mouse	GRCm39
chr9	-	122651841	122673100	ENSMUSG00000107504	Gm35549	false	mouse	GRCm39
chr9	-	122673594	122695071	ENSMUSG00000047036	Zfp445	false	mouse	GRCm39
chr9	-	122676084	122677483	ENSMUSG00000111325	Gm47140	false	mouse	GRCm39
chr9	-	122714145	122732596	ENSMUSG00000097322	A530083I20Rik	false	mouse	GRCm39
chr9	+	122714750	122727683	ENSMUSG00000063488	Zkscan7	false	mouse	GRCm39
chr9	+	122732311	122743219	ENSMUSG00000111063	Zfp660	false	mouse	GRCm39
chr9	+	122752137	122760093	ENSMUSG00000057895	Zfp105	false	mouse	GRCm39
chr9	+	122764877	122771884	ENSMUSG00000121452	ENSMUSG00000121452	false	mouse	GRCm39
chr9	-	122774154	122780072	ENSMUSG00000032551	1110059G10Rik	false	mouse	GRCm39
chr9	+	122780111	122847798	ENSMUSG00000036768	Kif15	false	mouse	GRCm39
chr9	-	122848060	122850637	ENSMUSG00000110945	Gm9856	false	mouse	GRCm39
chr9	+	122850391	122852770	ENSMUSG00000066233	Tmem42	false	mouse	GRCm39
chr9	+	122863791	122896626	ENSMUSG00000025787	Tgm4	false	mouse	GRCm39
chr9	-	122895225	122942275	ENSMUSG00000025786	Zdhhc3	false	mouse	GRCm39
chr9	+	122942280	122965194	ENSMUSG00000025785	Exosc7	false	mouse	GRCm39
chr9	+	122980011	122986497	ENSMUSG00000025784	Clec3b	false	mouse	GRCm39
chr9	-	122999889	123045103	ENSMUSG00000035498	Cdcp1	false	mouse	GRCm39
chr9	-	123088118	123089829	ENSMUSG00000054871	Tmem158	false	mouse	GRCm39
chr9	-	123135665	123147063	ENSMUSG00000121445	ENSMUSG00000121445	false	mouse	GRCm39
chr9	+	123136149	123137048	ENSMUSG00000111371	Gm47162	false	mouse	GRCm39
chr9	+	123195992	123291731	ENSMUSG00000035202	Lars2	false	mouse	GRCm39
chr9	+	123307771	123350617	ENSMUSG00000025239	Limd1	false	mouse	GRCm39
chr9	-	123356884	123358671	ENSMUSG00000120906	Gm57036	false	mouse	GRCm39
chr9	+	123358824	123421665	ENSMUSG00000025240	Sacm1l	false	mouse	GRCm39
chr9	-	123419865	123461630	ENSMUSG00000025243	Slc6a20b	false	mouse	GRCm39
chr9	-	123463835	123507950	ENSMUSG00000036814	Slc6a20a	false	mouse	GRCm39
chr9	+	123464453	123466390	ENSMUSG00000091172	Gm17120	false	mouse	GRCm39
chr9	+	123507161	123530111	ENSMUSG00000090608	Gm17200	false	mouse	GRCm39
chr9	+	123507504	123613395	ENSMUSG00000029530	Ccr9	false	mouse	GRCm39
chr9	-	123523481	123546762	ENSMUSG00000025245	Lztfl1	false	mouse	GRCm39
chr9	-	123597179	123620354	ENSMUSG00000091661	Gm17021	false	mouse	GRCm39
chr9	-	123618565	123680964	ENSMUSG00000025241	Fyco1	false	mouse	GRCm39
chr9	+	123635540	123640825	ENSMUSG00000048521	Cxcr6	false	mouse	GRCm39
chr9	+	123680356	123682450	ENSMUSG00000120808	Gm57030	false	mouse	GRCm39
chr9	-	123681380	123691094	ENSMUSG00000060509	Xcr1	false	mouse	GRCm39
chr9	+	123725016	123726308	ENSMUSG00000120693	Gm57020	false	mouse	GRCm39
chr9	-	123741765	123742183	ENSMUSG00000121108	Gm57053	false	mouse	GRCm39
chr9	-	123762161	123768729	ENSMUSG00000025804	Ccr1	false	mouse	GRCm39
chr9	-	123777280	123778445	ENSMUSG00000064039	Ccr1l1	false	mouse	GRCm39
chr9	+	123822009	123831726	ENSMUSG00000035448	Ccr3	false	mouse	GRCm39
chr9	+	123901987	123913594	ENSMUSG00000049103	Ccr2	false	mouse	GRCm39
chr9	+	123921580	123947736	ENSMUSG00000079227	Ccr5	false	mouse	GRCm39
chr9	-	124032870	124044853	ENSMUSG00000110834	Gm39469	false	mouse	GRCm39
chr9	-	124054434	124075326	ENSMUSG00000074829	2010315B03Rik	false	mouse	GRCm39
chr9	+	124100865	124103981	ENSMUSG00000111733	Gm47181	false	mouse	GRCm39
chr9	-	124101219	124109400	ENSMUSG00000121446	ENSMUSG00000121446	false	mouse	GRCm39
chr9	-	124117995	124125058	ENSMUSG00000121447	ENSMUSG00000121447	false	mouse	GRCm39
chr9	+	124195827	124204759	ENSMUSG00000093803	Ppp2r3d	false	mouse	GRCm39
chrM	+	1094	9388	ENSMUSG00000064351	mt-Co1	false	mouse	GRCm39
chrM	+	2751	3707	ENSMUSG00000064341	mt-Nd1	false	mouse	GRCm39
chrM	+	3914	4951	ENSMUSG00000064345	mt-Nd2	false	mouse	GRCm39
chrM	+	7013	7696	ENSMUSG00000064354	mt-Co2	false	mouse	GRCm39
chrM	+	7766	7969	ENSMUSG00000064356	mt-Atp8	false	mouse	GRCm39
chrM	+	7927	8607	ENSMUSG00000064357	mt-Atp6	false	mouse	GRCm39
chrM	+	8607	9390	ENSMUSG00000064358	mt-Co3	false	mouse	GRCm39
chrM	+	9459	9806	ENSMUSG00000064360	mt-Nd3	false	mouse	GRCm39
chrM	+	9877	10173	ENSMUSG00000065947	mt-Nd4l	false	mouse	GRCm39
chrM	+	10167	11544	ENSMUSG00000064363	mt-Nd4	false	mouse	GRCm39
chrM	+	11742	13565	ENSMUSG00000064367	mt-Nd5	false	mouse	GRCm39
chrM	-	13552	14070	ENSMUSG00000064368	mt-Nd6	false	mouse	GRCm39
chrM	+	14145	15288	ENSMUSG00000064370	mt-Cytb	false	mouse	GRCm39
chrX	+	3076875	3078817	ENSMUSG00000100249	Btbd35f23	false	mouse	GRCm39
chrX	-	3148912	3150852	ENSMUSG00000096426	Btbd35f24	false	mouse	GRCm39
chrX	-	3396756	3398715	ENSMUSG00000094558	Btbd35f11	false	mouse	GRCm39
chrX	+	3605258	3607217	ENSMUSG00000094876	Btbd35f18	false	mouse	GRCm39
chrX	-	3655959	3657910	ENSMUSG00000095716	Btbd35f10	false	mouse	GRCm39
chrX	-	3860079	3862027	ENSMUSG00000101381	Btbd35f16	false	mouse	GRCm39
chrX	+	3942699	3944641	ENSMUSG00000078218	Btbd35f3	false	mouse	GRCm39
chrX	+	4101601	4103560	ENSMUSG00000094307	Btbd35f28	false	mouse	GRCm39
chrX	-	4192628	4194587	ENSMUSG00000094596	Btbd35f20	false	mouse	GRCm39
chrX	+	4273978	4275937	ENSMUSG00000094273	Btbd35f17	false	mouse	GRCm39
chrX	+	4703838	4705328	ENSMUSG00000078213	Btbd35f4	false	mouse	GRCm39
chrX	+	4855477	4857419	ENSMUSG00000094860	Btbd35f27	false	mouse	GRCm39
chrX	-	5378952	5381319	ENSMUSG00000044597	Mycs	false	mouse	GRCm39
chrX	+	5581121	5583080	ENSMUSG00000095814	Btbd35f7	false	mouse	GRCm39
chrX	-	5939110	6004323	ENSMUSG00000097342	Gm26618	false	mouse	GRCm39
chrX	+	5959507	5967164	ENSMUSG00000073295	Nudt11	false	mouse	GRCm39
chrX	-	5993273	5995473	ENSMUSG00000073294	Ezhip	false	mouse	GRCm39
chrX	-	6080750	6085088	ENSMUSG00000073293	Nudt10	false	mouse	GRCm39
chrX	-	6226161	6232775	ENSMUSG00000023279	Bmp15	false	mouse	GRCm39
chrX	+	6311908	6549502	ENSMUSG00000068270	Shroom4	false	mouse	GRCm39
chrX	+	6690410	6814602	ENSMUSG00000062393	Dgkk	false	mouse	GRCm39
chrX	-	6845891	6907858	ENSMUSG00000051592	Ccnb3	false	mouse	GRCm39
chrX	+	6933758	6944848	ENSMUSG00000050089	Akap4	false	mouse	GRCm39
chrX	-	7020049	7185597	ENSMUSG00000004317	Clcn5	false	mouse	GRCm39
chrX	-	7237513	7242069	ENSMUSG00000046269	Usp27x	false	mouse	GRCm39
chrX	+	7242164	7244281	ENSMUSG00000087252	Gm14379	false	mouse	GRCm39
chrX	-	7278056	7311382	ENSMUSG00000063018	2010204K13Rik	false	mouse	GRCm39
chrX	-	7423535	7440522	ENSMUSG00000039556	Ppp1r3f	false	mouse	GRCm39
chrX	+	7439839	7447266	ENSMUSG00000039545	Flicr	false	mouse	GRCm39
chrX	+	7439883	7461484	ENSMUSG00000039521	Foxp3	false	mouse	GRCm39
chrX	-	7460048	7471756	ENSMUSG00000031143	Ccdc22	false	mouse	GRCm39
chrX	+	7473322	7501435	ENSMUSG00000031142	Cacna1f	false	mouse	GRCm39
chrX	+	7504710	7519495	ENSMUSG00000031144	Syp	false	mouse	GRCm39
chrX	-	7517345	7523497	ENSMUSG00000087644	Gm14703	false	mouse	GRCm39
chrX	+	7523499	7534425	ENSMUSG00000031145	Prickle3	false	mouse	GRCm39
chrX	-	7534180	7537629	ENSMUSG00000031146	Plp2	false	mouse	GRCm39
chrX	-	7539403	7547490	ENSMUSG00000031147	Magix	false	mouse	GRCm39
chrX	+	7563370	7576501	ENSMUSG00000031148	Gpkow	false	mouse	GRCm39
chrX	+	7580572	7594445	ENSMUSG00000039382	Wdr45	false	mouse	GRCm39
chrX	+	7594678	7597303	ENSMUSG00000031149	Praf2	false	mouse	GRCm39
chrX	-	7597953	7617144	ENSMUSG00000031150	Ccdc120	false	mouse	GRCm39
chrX	+	7628799	7641441	ENSMUSG00000000134	Tfe3	false	mouse	GRCm39
chrX	+	7656004	7686806	ENSMUSG00000031153	Gripap1	false	mouse	GRCm39
chrX	+	7688528	7704519	ENSMUSG00000009731	Kcnd1	false	mouse	GRCm39
chrX	+	7707603	7742865	ENSMUSG00000031154	Otud5	false	mouse	GRCm39
chrX	+	7744501	7749671	ENSMUSG00000031155	Pim2	false	mouse	GRCm39
chrX	+	7750267	7760731	ENSMUSG00000031156	Slc35a2	false	mouse	GRCm39
chrX	-	7760758	7765515	ENSMUSG00000031157	Pqbp1	false	mouse	GRCm39
chrX	+	7765584	7776168	ENSMUSG00000031158	Timm17b	false	mouse	GRCm39
chrX	+	7786061	7790649	ENSMUSG00000039278	Pcsk1n	false	mouse	GRCm39
chrX	-	7790515	7794846	ENSMUSG00000031160	Eras	false	mouse	GRCm39
chrX	-	7796359	7814128	ENSMUSG00000031161	Hdac6	false	mouse	GRCm39
chrX	-	7825499	7844310	ENSMUSG00000031162	Gata1	false	mouse	GRCm39
chrX	-	7870439	7884731	ENSMUSG00000031163	Glod5	false	mouse	GRCm39
chrX	+	7909182	7941112	ENSMUSG00000087193	Gm14820	false	mouse	GRCm39
chrX	-	7927410	7940999	ENSMUSG00000039231	Suv39h1	false	mouse	GRCm39
chrX	-	7947692	7956737	ENSMUSG00000031165	Was	false	mouse	GRCm39
chrX	+	7963326	7972940	ENSMUSG00000086404	Gm6787	false	mouse	GRCm39
chrX	-	7989540	7999131	ENSMUSG00000031166	Wdr13	false	mouse	GRCm39
chrX	-	8005214	8012119	ENSMUSG00000031167	Rbm3	false	mouse	GRCm39
chrX	+	8011668	8014203	ENSMUSG00000055188	Rbm3os	false	mouse	GRCm39
chrX	-	8020711	8042420	ENSMUSG00000039201	Tbc1d25	false	mouse	GRCm39
chrX	-	8051568	8059751	ENSMUSG00000031168	Ebp	false	mouse	GRCm39
chrX	-	8060087	8072764	ENSMUSG00000031169	Porcn	false	mouse	GRCm39
chrX	-	8104907	8118645	ENSMUSG00000031171	Ftsj1	false	mouse	GRCm39
chrX	+	8119009	8119774	ENSMUSG00000120775	Gm56683	false	mouse	GRCm39
chrX	+	8137372	8146418	ENSMUSG00000031170	Slc38a5	false	mouse	GRCm39
chrX	+	8193663	8202476	ENSMUSG00000068219	Ssxb10	false	mouse	GRCm39
chrX	+	8233217	8241629	ENSMUSG00000068218	Ssxb9	false	mouse	GRCm39
chrX	+	8279544	8288396	ENSMUSG00000079705	Ssxb1	false	mouse	GRCm39
chrX	-	8320584	8327965	ENSMUSG00000023165	Ssxb2	false	mouse	GRCm39
chrX	-	8380291	8391193	ENSMUSG00000079704	Gm14459	false	mouse	GRCm39
chrX	-	8408847	8414494	ENSMUSG00000079702	Ssxb6	false	mouse	GRCm39
chrX	-	8449643	8458055	ENSMUSG00000079701	Ssxb3	false	mouse	GRCm39
chrX	-	8551126	8557083	ENSMUSG00000079703	Ssxb8	false	mouse	GRCm39
chrX	+	8614671	8620826	ENSMUSG00000035371	Ssx9	false	mouse	GRCm39
chrX	+	8669930	8675625	ENSMUSG00000071816	Ssxb5	false	mouse	GRCm39
chrX	+	8710233	8715846	ENSMUSG00000079699	Gm6592	false	mouse	GRCm39
chrX	+	8736751	8747570	ENSMUSG00000079697	Gm5751	false	mouse	GRCm39
chrX	+	8758621	8761203	ENSMUSG00000052364	B630019K06Rik	false	mouse	GRCm39
chrX	-	8828373	8829214	ENSMUSG00000078208	Fthl17b	false	mouse	GRCm39
chrX	-	8841949	8842798	ENSMUSG00000060685	Fthl17c	false	mouse	GRCm39
chrX	-	8852139	8852994	ENSMUSG00000078206	Fthl17d	false	mouse	GRCm39
chrX	+	8899732	8900572	ENSMUSG00000071815	Fthl17e	false	mouse	GRCm39
chrX	+	8929254	8930100	ENSMUSG00000072249	Fthl17f	false	mouse	GRCm39
chrX	+	8970801	8972581	ENSMUSG00000045797	4930402K13Rik	false	mouse	GRCm39
