srr	gse	size_gb	platform	verified	kit	species	pipeline	status	cells	host	updated_at	dl_key	in_scthread_current	ena_platform	ena_assay	isoquant_status	isoquant_cells	isoquant_transcripts	isoquant_path	isoquant_route	isoquant_barcodes_raw	isoquant_cells_method	species_metadata_source	gsm	gsm_mapping_source	gse_metadata_check	ena_experiment_accession	biosample_accession	ena_sample_accession	ena_study_accession	ena_secondary_study_accession	ena_scientific_name	ena_tax_id	ena_sample_title	ena_experiment_title	ena_instrument_model	ena_library_name	ena_library_strategy	ena_library_source	ena_library_selection	ena_library_layout	geo_title	geo_source_name	geo_organism	geo_characteristics	geo_molecule	geo_description	metadata_status	metadata_conflicts	anchor_status	annotation_status	annotation_method	annotation_cells	annotation_scope	annotation_source	annotation_reproduce	annotation_ref
SRR35586339	GSE309071	0.79	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259674	GEO_SRX_RELATION	MATCH	SRX30658887	SAMN51819943	SRS26680230	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB02	PromethION sequencing: GSM9259674: AGM_4_run3_NB02 Mus musculus RNA-Seq	PromethION	GSM9259674	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB02	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB02_GL34_224_GL_SC_3_plate1_M1_S224	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586340	GSE309071	0.47	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259673	GEO_SRX_RELATION	MATCH	SRX30658886	SAMN51819944	SRS26680228	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run3_NB01	PromethION sequencing: GSM9259673: AGM_4_run3_NB01 Mus musculus RNA-Seq	PromethION	GSM9259673	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run3_NB01	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run3_NB01_GL34_221_GL_SC_3_plate1_O2_S221	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586341	GSE309071	0.36	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259672	GEO_SRX_RELATION	MATCH	SRX30658885	SAMN51819945	SRS26680229	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB59	PromethION sequencing: GSM9259672: AGM_4_run2_NB59 Mus musculus RNA-Seq	PromethION	GSM9259672	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB59	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB59_GL34_256_GL_SC_3_plate1_A11_S256	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586342	GSE309071	0.88	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259671	GEO_SRX_RELATION	MATCH	SRX30658884	SAMN51819946	SRS26680227	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB40	PromethION sequencing: GSM9259671: AGM_4_run2_NB40 Mus musculus RNA-Seq	PromethION	GSM9259671	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB40	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB40_GL34_223_GL_SC_3_plate1_K5_S223	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586343	GSE309071	0.79	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259670	GEO_SRX_RELATION	MATCH	SRX30658883	SAMN51819947	SRS26680226	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB28	PromethION sequencing: GSM9259670: AGM_4_run2_NB28 Mus musculus RNA-Seq	PromethION	GSM9259670	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB28	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB28_GL34_249_GL_SC_3_plate1_H4_S249	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586344	GSE309071	0.92	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259669	GEO_SRX_RELATION	MATCH	SRX30658882	SAMN51819948	SRS26680225	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB20	PromethION sequencing: GSM9259669: AGM_4_run2_NB20 Mus musculus RNA-Seq	PromethION	GSM9259669	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB20	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB20_GL34_234_GL_SC_3_plate1_G3_S234	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586345	GSE309071	1.02	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259668	GEO_SRX_RELATION	MATCH	SRX30658881	SAMN51819949	SRS26680224	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB17	PromethION sequencing: GSM9259668: AGM_4_run2_NB17 Mus musculus RNA-Seq	PromethION	GSM9259668	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB17	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB17_GL34_220_GL_SC_3_plate1_O5_S220	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586346	GSE309071	0.92	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259667	GEO_SRX_RELATION	MATCH	SRX30658880	SAMN51819950	SRS26680221	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB06	PromethION sequencing: GSM9259667: AGM_4_run2_NB06 Mus musculus RNA-Seq	PromethION	GSM9259667	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB06	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB06_GL34_081_GL_SC_1_plate1_H10_S81	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586347	GSE309071	1.11	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259666	GEO_SRX_RELATION	MATCH	SRX30658879	SAMN51819951	SRS26680223	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run2_NB05	PromethION sequencing: GSM9259666: AGM_4_run2_NB05 Mus musculus RNA-Seq	PromethION	GSM9259666	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run2_NB05	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run2_NB05_GL34_209_GL_SC_3_plate1_J1_S209	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586348	GSE309071	0.86	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259665	GEO_SRX_RELATION	MATCH	SRX30658878	SAMN51819952	SRS26680220	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run1_NB74	PromethION sequencing: GSM9259665: AGM_4_run1_NB74 Mus musculus RNA-Seq	PromethION	GSM9259665	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run1_NB74	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run1_NB74_GL34_051_GL_SC_1_plate1_H19_S51	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586349	GSE309071	0.79	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259664	GEO_SRX_RELATION	MATCH	SRX30658877	SAMN51819953	SRS26680222	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_4_run1_NB66	PromethION sequencing: GSM9259664: AGM_4_run1_NB66 Mus musculus RNA-Seq	PromethION	GSM9259664	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_4_run1_NB66	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (late)	polyA RNA	Library name: AGM_4_run1_NB66_GL34_244_GL_SC_3_plate1_B5_S244	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586350	GSE309071	0.74	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259647	GEO_SRX_RELATION	MATCH	SRX30658876	SAMN51819970	SRS26680218	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB35	PromethION sequencing: GSM9259647: AGM_3_run2_NB35 Mus musculus RNA-Seq	PromethION	GSM9259647	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB35	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB35_GL34_044_GL_SC_1_plate1_G21_S44	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586351	GSE309071	1.05	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259646	GEO_SRX_RELATION	MATCH	SRX30658875	SAMN51819971	SRS26680219	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB34	PromethION sequencing: GSM9259646: AGM_3_run2_NB34 Mus musculus RNA-Seq	PromethION	GSM9259646	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB34	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB34_GL34_065_GL_SC_1_plate1_G14_S65	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586352	GSE309071	1.33	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259645	GEO_SRX_RELATION	MATCH	SRX30658874	SAMN51819972	SRS26680217	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB27	PromethION sequencing: GSM9259645: AGM_3_run2_NB27 Mus musculus RNA-Seq	PromethION	GSM9259645	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB27	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB27_GL34_212_GL_SC_3_plate1_F1_S212	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586353	GSE309071	0.79	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259644	GEO_SRX_RELATION	MATCH	SRX30658873	SAMN51819973	SRS26680216	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB21	PromethION sequencing: GSM9259644: AGM_3_run2_NB21 Mus musculus RNA-Seq	PromethION	GSM9259644	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB21	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB21_GL34_068_GL_SC_1_plate1_E24_S68	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586354	GSE309071	0.89	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259643	GEO_SRX_RELATION	MATCH	SRX30658872	SAMN51819974	SRS26680213	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB19	PromethION sequencing: GSM9259643: AGM_3_run2_NB19 Mus musculus RNA-Seq	PromethION	GSM9259643	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB19	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB19_GL34_076_GL_SC_1_plate1_G3_S76	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586355	GSE309071	0.96	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259642	GEO_SRX_RELATION	MATCH	SRX30658871	SAMN51819975	SRS26680215	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB15	PromethION sequencing: GSM9259642: AGM_3_run2_NB15 Mus musculus RNA-Seq	PromethION	GSM9259642	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB15	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB15_GL43_197_plate1_C08_Gfi_HE_S5	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586356	GSE309071	0.78	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259641	GEO_SRX_RELATION	MATCH	SRX30658870	SAMN51819976	SRS26680214	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB13	PromethION sequencing: GSM9259641: AGM_3_run2_NB13 Mus musculus RNA-Seq	PromethION	GSM9259641	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB13	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB13_GL34_071_GL_SC_1_plate1_E13_S71	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586357	GSE309071	1.04	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259640	GEO_SRX_RELATION	MATCH	SRX30658869	SAMN51819977	SRS26680211	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run2_NB04	PromethION sequencing: GSM9259640: AGM_3_run2_NB04 Mus musculus RNA-Seq	PromethION	GSM9259640	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run2_NB04	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run2_NB04_GL34_048_GL_SC_1_plate1_G1_S48	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586358	GSE309071	0.95	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259639	GEO_SRX_RELATION	MATCH	SRX30658868	SAMN51819978	SRS26680210	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run1_NB61	PromethION sequencing: GSM9259639: AGM_3_run1_NB61 Mus musculus RNA-Seq	PromethION	GSM9259639	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run1_NB61	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run1_NB61_GL34_053_GL_SC_1_plate1_H8_S53	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586359	GSE309071	0.63	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259638	GEO_SRX_RELATION	MATCH	SRX30658867	SAMN51819979	SRS26680212	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run1_NB47	PromethION sequencing: GSM9259638: AGM_3_run1_NB47 Mus musculus RNA-Seq	PromethION	GSM9259638	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run1_NB47	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run1_NB47_GL36_262_GL_SC_7_C04_E10-5_het_pos_S166	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586360	GSE309071	0.90	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259637	GEO_SRX_RELATION	MATCH	SRX30658866	SAMN51819980	SRS26680209	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run1_NB43	PromethION sequencing: GSM9259637: AGM_3_run1_NB43 Mus musculus RNA-Seq	PromethION	GSM9259637	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run1_NB43	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run1_NB43_GL34_056_GL_SC_1_plate1_E15_S56	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586361	GSE309071	1.12	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259636	GEO_SRX_RELATION	MATCH	SRX30658865	SAMN51819981	SRS26680208	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run1_NB40	PromethION sequencing: GSM9259636: AGM_3_run1_NB40 Mus musculus RNA-Seq	PromethION	GSM9259636	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run1_NB40	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run1_NB40_GL34_225_GL_SC_3_plate1_G4_S225	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
SRR35586362	GSE309071	1.38	ONT	False	n/a	mouse	EXCLUDE	downloaded					no	OXFORD_NANOPORE	scONT-plate	done	1		data/isoquant_smartseq2/GSE309071	Smart-seq2	1	smartseq2_one_well	ENA	GSM9259635	GEO_SRX_RELATION	MATCH	SRX30658864	SAMN51819982	SRS26680207	PRJNA1333900	SRP626362	Mus musculus	10090	AGM_3_run1_NB38	PromethION sequencing: GSM9259635: AGM_3_run1_NB38 Mus musculus RNA-Seq	PromethION	GSM9259635	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	AGM_3_run1_NB38	mouse embryo AGM-region	Mus musculus	tissue: mouse embryo AGM-region || cell line: primary material || cell type: HE-AGM (early)	polyA RNA	Library name: AGM_3_run1_NB38_GL34_231_GL_SC_3_plate1_A4_S231	ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			sample_or_well_identity_only	author_gsm_well_identity		well_or_gsm_identity	AUTHOR_GEO_GSM: plate/well identity; no droplet barcode	author_annotations GEO GSM extractor	release_v8_20260824_same_capture_barcode_paper_qc/active_cell_annotation.parquet
